verso_texto,val_AR,val_MO,val_DI,val_PO,val_NA,val_GO,year,artist,dimension_dominante,intensidad_max,decada,umap_x,umap_y,umap_z
Y allá en Cuauhtémoc pongo a tirar,1.0,0.0,0.0,0.0,0.0,0.0,2022.0,Fuerza Regida,AR,1.0,2020.0,4.5078955,-0.6230774,1.0451597
Y aquí la empresa sigue generando,0.0,0.0,2.0,2.0,0.0,0.0,2023.0,Peso Pluma,DI,2.0,2020.0,4.2506866,0.15455301,-0.6874775
Y atrás de mí se ve un manchón de gente,0.0,0.0,0.0,2.0,0.0,0.0,2022.0,"Peso Pluma, Luis R Conriquez",PO,2.0,2020.0,5.1770616,-0.10426105,-0.34477672
Y aveces con su dinero,0.0,0.0,1.0,0.0,0.0,0.0,,Carlos Y Jose,DI,1.0,2000.0,2.7675397,-0.05004838,-0.36110884
Y colgado en la sierra,1.0,0.0,0.0,0.0,0.0,0.0,1984.0,Los Caminantes,AR,1.0,1980.0,5.0596237,1.2650838,1.1718507
Y cuchillo en la mano,1.0,0.0,0.0,0.0,0.0,0.0,2012.0,Calibre 50,AR,1.0,2010.0,6.9915423,-0.5585579,-0.9643874
Y el de la clave privada,0.0,0.0,0.0,3.0,0.0,0.0,1998.0,Grupo Exterminador,PO,3.0,1990.0,3.8704147,-0.74535745,-0.72931945
Y el oficial que aspira perico y extorsiona a gente,0.0,0.0,0.0,0.0,1.0,2.0,2012.0,C-Kan,GO,2.0,2010.0,5.5576878,-0.9531242,-0.460968
Y el señor presidente debería hacer lo que el papa,0.0,0.0,0.0,0.0,0.0,1.0,2014.0,C-Kan,GO,1.0,2010.0,5.1341133,0.707825,-0.72470886
Y en corto un gallo préndase,0.0,0.0,0.0,0.0,1.0,0.0,2025.0,Chino Pacas,NA,1.0,2020.0,5.375985,-1.7042941,1.9924663
Y en esa troca la llevan,0.0,1.0,0.0,0.0,0.0,0.0,2008.0,Valentin Elizalde,MO,1.0,2000.0,5.425548,0.50312257,0.78932714
Y en eso está valuada mi riqueza,0.0,0.0,1.0,0.0,0.0,0.0,,Calibre 50,DI,1.0,2000.0,3.1846564,0.4215672,-0.4736226
Y en un carro continuaron,0.0,1.0,0.0,0.0,0.0,0.0,1988.0,Los Invasores De Nuevo Leon,MO,1.0,1980.0,6.4560704,0.15490912,1.6404308
Y es que esto ya parece película de Terror,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,Skool 77,AR,1.0,2010.0,5.5221276,-0.14409795,-0.12257976
Y es un corredero de gente,0.0,0.0,0.0,1.0,0.0,0.0,2002.0,"""El Piporro""",PO,1.0,2000.0,5.3045764,0.10664153,-0.46745026
Y estaba toda blindada,0.0,2.0,0.0,0.0,0.0,0.0,1997.0,Los Huracanes Del Norte,MO,2.0,1990.0,6.1211085,0.12892897,0.14091937
Y hasta la fecha yo sigo la flecha,0.0,0.0,0.0,1.0,0.0,0.0,2019.0,Carin León,PO,1.0,2010.0,4.336862,-0.01553048,-0.4093421
Y hoy donde lo ven carga su pistola,1.0,0.0,0.0,0.0,0.0,0.0,2022.0,Fuerza Regida,AR,1.0,2020.0,7.053456,-0.49221238,-0.9231997
Y jugadas de dinero,0.0,0.0,1.0,0.0,0.0,0.0,,Beto Quintanilla,DI,1.0,2000.0,2.6361775,-0.25497693,-0.6915984
Y la motita nunca le falta,0.0,0.0,1.0,0.0,1.0,0.0,2024.0,Peso Pluma,DI,1.0,2020.0,6.4805784,0.33556378,-0.4082468
Y las chamacas pickies me prenden el blunt,0.0,0.0,0.0,0.0,1.0,0.0,2024.0,Tito Double P,NA,1.0,2020.0,4.3983064,-0.073783815,1.13848
Y le mataron su amada,1.0,0.0,0.0,0.0,0.0,0.0,1996.0,Los Invasores De Nuevo León,AR,1.0,1990.0,6.7663302,-2.5787013,-0.94650644
Y llevan un cargamento,0.0,2.0,0.0,0.0,2.0,0.0,2000.0,Banda Machos,MO,2.0,2000.0,6.1622586,0.719519,1.1821629
Y los cascos del caballo,0.0,1.0,0.0,0.0,0.0,0.0,2003.0,Los Tigres Del Norte,MO,1.0,2000.0,5.792634,-1.5099106,2.0351102
Y los dueños de la plaza,0.0,0.0,0.0,2.0,0.0,0.0,2009.0,Los Cuates De Sinaloa,PO,2.0,2000.0,5.857195,0.3560465,-0.5586156
Y los enemigos tiemblan,1.0,0.0,0.0,2.0,0.0,0.0,2013.0,El Komander,PO,2.0,2010.0,6.276496,-0.8005306,-0.8214742
Y me da unas ganas de periquear,0.0,0.0,0.0,0.0,1.0,0.0,2022.0,Fuerza Regida,NA,1.0,2020.0,4.535314,-0.47988793,0.55040675
Y no quiero ir a prision,0.0,0.0,0.0,0.0,0.0,2.0,1988.0,Carlos Y José,GO,2.0,1980.0,3.7692406,0.510577,0.8872268
Y no ser un rico muerto,1.0,0.0,1.0,0.0,0.0,0.0,1996.0,Los Tucanes De Tijuana,AR,1.0,1990.0,3.770852,0.46372035,0.9762712
"Y no somos la carnada, busque algo mas al anzuelo",1.0,0.0,0.0,1.0,0.0,1.0,2019.0,Skool 77,AR,1.0,2010.0,3.9069183,0.4033819,0.7620249
Y nunca van a aprehenderme,0.0,0.0,0.0,0.0,0.0,2.0,1996.0,Los Invasores De Nuevo León,GO,2.0,1990.0,6.7053843,-1.0944898,0.25613412
Y paseando en la camioneta,0.0,1.0,2.0,0.0,0.0,0.0,2015.0,Millonario,DI,2.0,2010.0,6.6656137,0.021203233,1.8499789
Y que juntando una plata,0.0,0.0,1.0,0.0,0.0,0.0,1980.0,Antonio Aguilar,DI,1.0,1980.0,2.2803066,-0.34949976,-0.14725015
"Y que sigan llegando las pacas, a la verga",0.0,0.0,2.0,0.0,0.0,0.0,,Chino Pacas,DI,2.0,2000.0,5.4387717,2.4154494,1.1240274
"Y que sigan llegando las pacas, carnal",0.0,0.0,2.0,0.0,0.0,0.0,,Chino Pacas,DI,2.0,2000.0,5.4112215,2.4471388,1.1039586
"Y que sigan llegando las pacas, mi amor",0.0,0.0,2.0,0.0,0.0,0.0,,Chino Pacas,DI,2.0,2000.0,5.3528867,2.520334,1.069641
Y que toda la gente te admire,0.0,0.0,1.0,0.0,0.0,0.0,1998.0,Los Rieleros Del Norte,DI,1.0,1990.0,5.012528,0.16080685,-0.66574216
Y si atacan nuestra plaza,2.0,0.0,0.0,3.0,0.0,0.0,2009.0,Larry Hernández,PO,3.0,2000.0,6.0715632,-0.35370246,-0.6276294
Y si es posible dos o tres mas,0.0,0.0,1.0,0.0,0.0,0.0,1997.0,Eliseo Robles Y Los Barbaros Del Norte,DI,1.0,1990.0,4.342602,0.5878133,-0.32391104
Y también esas mujeres,0.0,0.0,1.0,0.0,0.0,0.0,,El As De La Sierra,DI,1.0,2000.0,5.1931744,1.2581453,-0.15483242
Y también gente de La Morelos,0.0,0.0,0.0,1.0,0.0,0.0,2014.0,Los Tucanes De Tijuana,PO,1.0,2010.0,5.022967,0.39985803,-1.1536186
Y tus llantas de carreras,0.0,1.0,0.0,0.0,0.0,0.0,2009.0,vagón chicano,MO,1.0,2000.0,5.9287186,0.093915224,1.0758989
"Y un hombre en Guadalajara, no duerme de puro miedo.",1.0,0.0,0.0,0.0,0.0,0.0,1983.0,Los Broncos De Reynosa,AR,1.0,1980.0,5.7381077,-0.111163296,-0.606097
"Y un papel, sobre dorado",0.0,0.0,1.0,0.0,0.0,0.0,1984.0,Los Caminantes,DI,1.0,1980.0,2.8795865,0.49642286,-1.0898054
Y un sargento le decía,0.0,0.0,0.0,0.0,0.0,2.0,2014.0,Grupo Exterminador,GO,2.0,2010.0,5.078252,-1.2272688,-0.7403383
Y una banquetera siempre que se arme,0.0,0.0,1.0,0.0,1.0,0.0,2025.0,Chino Pacas,DI,1.0,2020.0,6.5368805,0.19723219,-0.51326036
"Y unas' privadas en yate, tronamos las pacas",0.0,0.0,2.0,0.0,0.0,0.0,,Peso Pluma,DI,2.0,2000.0,4.574983,0.20592727,0.6083466
Y vienen los militares,0.0,0.0,0.0,0.0,0.0,2.0,2012.0,Millonario & W. Corona,GO,2.0,2010.0,6.0887966,-0.6816458,-0.87887377
Y volviendo a los dos enemigos.,0.0,0.0,0.0,2.0,0.0,0.0,1988.0,Maria De Lourdes,PO,2.0,1980.0,6.3645706,-0.83339614,-0.9091764
Y yo prendí un churro de mota,0.0,0.0,0.0,0.0,1.0,0.0,2022.0,Dharius,NA,1.0,2020.0,5.546022,-0.011526293,2.100135
Ya casi a diario llegan billetes,0.0,0.0,2.0,0.0,0.0,0.0,,Fuerza Regida,DI,2.0,2000.0,1.83359,0.00870277,-0.19320154
"Ya cumplieron la consigna,",0.0,0.0,0.0,2.0,0.0,2.0,2008.0,Colmillo NORTEÑO,PO,2.0,2000.0,5.6451807,0.6104983,0.22267249
Ya después me vienes con que me vas a matar,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,C-Kan,AR,1.0,2010.0,6.0197754,-2.1628964,-0.93209237
"Ya le puse precio, no es nada barato",0.0,0.0,1.0,0.0,0.0,0.0,2024.0,Eme MalaFe,DI,1.0,2020.0,2.7742696,0.6626934,-0.3260941
Ya me llegaron al precio,0.0,0.0,2.0,0.0,0.0,3.0,1998.0,El Poder Del Norte,GO,3.0,1990.0,2.7877975,0.6421534,-0.21439297
Ya no llegues vivo a tu casa,1.0,0.0,0.0,0.0,0.0,0.0,2024.0,Mexican Institute Of Sound,AR,1.0,2020.0,6.0491,-2.4072576,-0.9764804
"Ya que tumbo mi panal, ahora toree las avispas.",1.0,0.0,0.0,0.0,0.0,0.0,1983.0,Los Broncos De Reynosa,AR,1.0,1980.0,4.6060014,0.14999592,1.0448754
Yo contándote historias para no contar el kilo,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,Kosmer,NA,1.0,2020.0,3.6461916,1.016195,0.77265406
Yo no doy el kilo doy la tonelada y pal frente,0.0,0.0,0.0,0.0,3.0,0.0,2012.0,Millonario & W. Corona,NA,3.0,2010.0,3.6985254,0.91164434,0.78481835
"Yo se que la carga era de la buena, lo supe por el aroma",0.0,0.0,0.0,0.0,2.0,0.0,1996.0,Los Tigres Del Norte,NA,2.0,1990.0,5.896299,0.78720564,0.8302312
Yo soy gente del cartel,0.0,0.0,0.0,2.0,0.0,0.0,2014.0,Los Tucanes De Tijuana,PO,2.0,2010.0,4.7640605,0.306131,-1.1355382
"Yo soy hombre de mucho dinero,",0.0,0.0,3.0,0.0,0.0,0.0,2002.0,"""El Piporro""",DI,3.0,2000.0,3.232461,0.26181403,-0.50017965
Yo tengo mi propia gente,0.0,0.0,0.0,2.0,0.0,0.0,2007.0,Los Tigres Del Norte,PO,2.0,2000.0,4.699416,0.25265095,-0.9351751
"Zumbando en el RZR, máscaras, polvo y ambiente",0.0,1.0,0.0,0.0,1.0,0.0,2023.0,Peso Pluma,MO,1.0,2020.0,4.1565433,0.075390495,1.9402902
a debajo del asiento se encontraba la pistola,1.0,1.0,0.0,0.0,0.0,0.0,1998.0,Chalino Sánchez,AR,1.0,1990.0,7.2086096,-0.6148059,-1.1437602
atendia pura gente importante,0.0,0.0,0.0,2.0,0.0,0.0,2007.0,Los Tucanes De Tijuana,PO,2.0,2000.0,4.848156,0.04731414,-1.093519
"cayo geronimo muerto,",2.0,0.0,0.0,0.0,0.0,0.0,1980.0,Los Cadetes de Linares,AR,2.0,1980.0,6.6720104,-2.4351065,-0.62073076
como saben si el dinero,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,Sergio Vega,DI,1.0,2000.0,2.5497513,-0.27624696,-0.044678457
"compran cien kilos de polvo, como comprar unas flores.",0.0,0.0,0.0,0.0,3.0,0.0,2013.0,Valentín Elizalde,NA,3.0,2010.0,3.7881444,1.0367104,1.4480667
con el lleva una bazooka,3.0,0.0,0.0,0.0,0.0,0.0,2013.0,Voz De Mando,AR,3.0,2010.0,6.9712234,-0.2471715,-0.57517225
con la banda por delanteeee.,0.0,0.0,0.0,1.0,0.0,0.0,2009.0,Larry Hernández,PO,1.0,2000.0,5.425214,0.094554216,0.845075
dame unos calos que nos hacemos algo,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,7 Notas 7 Colores,NA,1.0,2000.0,4.496812,0.025612447,0.63055813
"de mota, tambien de cuernoo...",1.0,0.0,0.0,0.0,1.0,0.0,2009.0,Larry Hernández,AR,1.0,2000.0,5.54077,-0.10211728,2.0257084
de quien es ese reloj,0.0,0.0,1.0,0.0,0.0,0.0,1985.0,Irma Serrano,DI,1.0,1980.0,3.0667048,1.3057407,-1.5269928
del gobierno americano.,0.0,0.0,0.0,0.0,0.0,1.0,1997.0,Los Tigres Del Norte,GO,1.0,1990.0,5.3128524,0.07492095,-1.8822002
"delincuentes pero con uniforme,",0.0,0.0,0.0,0.0,0.0,3.0,2013.0,C-Kan,GO,3.0,2010.0,6.1119475,-0.4683968,-0.9451143
"despiertan los tiros en la madrugada,",1.0,0.0,0.0,0.0,0.0,0.0,2012.0,C-Kan,AR,1.0,2010.0,7.39171,-1.443127,-1.3557274
"después vino el dinero,",0.0,0.0,1.0,0.0,0.0,0.0,,C-Kan,DI,1.0,2000.0,2.8590808,0.10393807,-0.49725536
"destapar botellas, fumar marihuana",0.0,0.0,0.0,0.0,1.0,0.0,1996.0,El As De La Sierra,NA,1.0,1990.0,5.13221,-0.58153784,1.0034045
dicen que sí jalan pero solo con nosotros,0.0,0.0,0.0,1.0,0.0,0.0,2025.0,Ladrones,PO,1.0,2020.0,5.094956,-0.2948633,-0.078405395
donde esta el jefe de ustedes,0.0,0.0,0.0,1.0,0.0,0.0,2014.0,Remmy Valenzuela,PO,1.0,2010.0,4.7624135,-0.9035574,-0.922071
el arma queda con migo,1.0,0.0,0.0,0.0,0.0,0.0,1998.0,El As De La Sierra,AR,1.0,1990.0,7.119147,-0.4975831,-0.9703175
el comandante me dijo que me quitara las botas,0.0,0.0,0.0,2.0,0.0,0.0,1997.0,Vaquero's Musical,PO,2.0,1990.0,5.0644813,-1.4690266,-0.64847004
el crimen organizado.,0.0,0.0,0.0,2.0,0.0,0.0,2000.0,Sergio Vega Y Sus Shaka's Del Norte,PO,2.0,2000.0,5.6710663,-0.31149784,-1.6800693
el gobierno americano,0.0,0.0,0.0,0.0,0.0,1.0,1997.0,El As De La Sierra,GO,1.0,1990.0,5.2687974,0.10702419,-1.9152949
"empecé a ganar dinero, las cosas están volteadas,",0.0,0.0,2.0,0.0,0.0,0.0,2013.0,Valentín Elizalde,DI,2.0,2010.0,3.2051504,0.039445,-0.5556773
en mi troca solitario escuchando una rola la,0.0,1.0,0.0,0.0,0.0,0.0,1997.0,Grupo Exterminador,MO,1.0,1990.0,4.936135,-0.3271277,1.3157173
entre muerte y contrabando,1.0,2.0,0.0,0.0,0.0,0.0,1997.0,El As De La Sierra,MO,2.0,1990.0,3.9378445,1.6424912,2.7272623
era sentencia firmada,2.0,0.0,0.0,0.0,0.0,0.0,2000.0,Sergio Vega Y Sus Shaka's Del Norte,AR,2.0,2000.0,5.7940683,0.30705965,0.24196878
ese león ya creo elena,0.0,0.0,0.0,2.0,0.0,0.0,1996.0,Grupo Laberinto,PO,2.0,1990.0,5.340331,-1.1481909,1.4694083
la carga quien la llevaba,0.0,1.0,0.0,0.0,1.0,0.0,1997.0,Los Tigres Del Norte,MO,1.0,1990.0,6.0456214,0.927318,1.426604
la gente al ver el comando,2.0,0.0,0.0,2.0,0.0,0.0,2013.0,Voz De Mando,AR,2.0,2010.0,5.14973,-0.79383504,-0.96258855
la gente de Ignacio Parra,0.0,0.0,0.0,2.0,0.0,0.0,2012.0,Chalino Sánchez,PO,2.0,2010.0,4.6939907,0.3479878,-1.0001945
la gente paga al gobierno,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,Valentin Elizalde,GO,3.0,2000.0,5.1363072,0.23879012,-1.8201036
la hierba tiene mercado,0.0,0.0,0.0,0.0,2.0,0.0,2012.0,Carlos Y Jose,NA,2.0,2010.0,5.121526,0.81834024,1.1882962
la judicial del estado 20mil dolares fueron,0.0,0.0,3.0,0.0,0.0,3.0,,Los Tucanes De Tijuana,DI,3.0,2000.0,2.4033396,0.5533688,-0.442889
la lucha era cuerpo a cuerpo,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,Beto Quintanilla,AR,1.0,2000.0,7.082498,-1.4343344,-0.67944205
la tropa lo persiguió,2.0,0.0,0.0,0.0,0.0,2.0,1983.0,Carlos Y Jose,AR,2.0,1980.0,5.7581663,-1.0774769,-0.3784529
las tranzas del contrabando,0.0,2.0,0.0,0.0,2.0,0.0,2000.0,Sergio Vega Y Sus Shaka's Del Norte,MO,2.0,2000.0,3.884442,1.5898583,2.7043726
"las troquitas van en convoy, todo vale verga por hoy",0.0,3.0,0.0,0.0,0.0,0.0,2025.0,Ladrones,MO,3.0,2020.0,5.790871,1.0578258,0.8385823
le hicieron el decomiso,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,Larry Hernández,GO,2.0,2000.0,5.6854877,-1.2584957,0.014829618
les pusieron la emboscada,1.0,0.0,0.0,0.0,0.0,0.0,2024.0,Ramón Ayala y sus Bravos del Norte,AR,1.0,2020.0,6.5760703,-1.2984785,-0.7788891
llevaban la marihuana,0.0,0.0,0.0,0.0,1.0,0.0,2008.0,Valentin Elizalde,NA,1.0,2000.0,5.858071,0.4989997,1.1825953
los dólares patrocinan,0.0,0.0,2.0,0.0,0.0,0.0,,Sergio Vega Y Sus Shaka's Del Norte,DI,2.0,2000.0,2.715737,0.58177227,0.11838938
me dedico al contrabando,0.0,2.0,0.0,0.0,0.0,0.0,2014.0,Los Tucanes De Tijuana,MO,2.0,2010.0,3.932542,1.5701244,2.6309004
me tienen como un delincuente,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,Ramon Ayala Y Sus Bravos Del Norte,GO,2.0,2000.0,5.134804,-0.71948385,0.01880375
mi gente se me enloquece cuando le ordeno matar.,3.0,0.0,0.0,2.0,0.0,0.0,2013.0,Valentín Elizalde,AR,3.0,2010.0,5.9102197,-1.9399905,-0.93666077
"muy fastidiados de ocho horas de camino,",0.0,1.0,0.0,0.0,0.0,0.0,2007.0,Ignacio Lopez Tarso,MO,1.0,2000.0,5.6496086,-0.042052254,0.82066756
ni me gusta el contrabando,0.0,0.0,0.0,0.0,2.0,0.0,2008.0,Valentin Elizalde,NA,2.0,2000.0,3.862405,1.6342853,2.6740155
"otra ves estoy bien ondeado,",0.0,0.0,0.0,0.0,1.0,0.0,2014.0,Grupo Exterminador,NA,1.0,2010.0,4.4240384,-0.18606599,0.28293085
pa' vestirnos y calzar.,0.0,0.0,1.0,0.0,0.0,0.0,1984.0,Los Bukis,DI,1.0,1980.0,4.7487,0.16567469,0.40793422
paboniaba y cachas de oro muy bonito relumbraba,0.0,0.0,2.0,0.0,0.0,0.0,,Chalino Sánchez,DI,2.0,2000.0,3.1998603,0.8692744,-1.3356998
para que se hizo el dinero,0.0,0.0,1.0,0.0,0.0,0.0,1998.0,Laberinto,DI,1.0,1990.0,2.412461,0.06812464,-0.5752808
"permitían sembrar la hierba,",0.0,0.0,0.0,2.0,2.0,0.0,2008.0,Valentin Elizalde,PO,2.0,2000.0,5.074215,0.89266497,1.3007162
pero te prefiero muerto.,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,Valentin Elizalde,AR,1.0,2000.0,6.208322,-2.4107969,-0.6575644
"plata y oro del Parral,",0.0,0.0,1.0,0.0,0.0,0.0,,Alberto Vázquez,DI,1.0,2000.0,3.2964575,0.67491317,-1.24896
por cierto que esta blindada,0.0,2.0,0.0,0.0,0.0,0.0,2013.0,Voz De Mando,MO,2.0,2010.0,5.9528236,-0.041119426,0.32315135
por eso los federales no hallaban nada en mi troca,0.0,2.0,0.0,0.0,0.0,2.0,1997.0,Vaquero's Musical,MO,2.0,1990.0,6.5166683,-0.9179655,0.60122406
por mas que la revisaron la droga no la encontraron,0.0,0.0,0.0,0.0,2.0,2.0,1997.0,Vaquero's Musical,NA,2.0,1990.0,6.5387244,-0.93024653,0.60916084
por que esta gente es de accion.,1.0,0.0,0.0,1.0,0.0,0.0,2013.0,Voz De Mando,AR,1.0,2010.0,5.5357237,-0.0025554337,-0.47373107
por que solo se escucho sonar un cuerno de chivo.,3.0,0.0,0.0,0.0,0.0,0.0,2008.0,Valentin Elizalde,AR,3.0,2000.0,5.401423,-0.52598435,1.6853986
"pueden traicionarte para tomar el volante,",1.0,1.0,0.0,1.0,0.0,0.0,2012.0,C-Kan,AR,1.0,2010.0,5.8080754,-0.47739503,1.7495118
que se dedicaba al polvo,0.0,0.0,0.0,0.0,2.0,0.0,2002.0,Los Tigres Del Norte,NA,2.0,2000.0,3.8028588,0.3751144,2.2194407
quedando muertos y heridos,3.0,0.0,0.0,0.0,0.0,0.0,2000.0,Los Cadetes De Linares,AR,3.0,2000.0,6.793397,-2.3967125,-1.112527
repartiendo lo prohibido,0.0,0.0,0.0,1.0,0.0,0.0,2009.0,Los Cuates De Sinaloa,PO,1.0,2000.0,4.146061,1.0725518,2.1457865
"rodando a un nivel superior, nunca nadie nos pudo.",1.0,0.0,0.0,0.0,0.0,0.0,2000.0,7 Notas 7 Colores,AR,1.0,2000.0,6.865181,-1.1967468,-0.033494867
sacar de botin tres sacos con puros diamantes.,0.0,0.0,3.0,0.0,0.0,0.0,2021.0,Boldie,DI,3.0,2020.0,2.9809644,1.2764565,-1.5219823
salieron bien equipadas,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Remmy Valenzuela,AR,1.0,2010.0,5.613608,0.9343421,0.1738109
se lo llevo de auxiliar,0.0,0.0,0.0,2.0,0.0,2.0,2000.0,Beto Quintanilla,PO,2.0,2000.0,4.4212375,-0.85021627,0.22477648
se miraban las blindadas,0.0,2.0,0.0,0.0,0.0,0.0,2014.0,Remmy Valenzuela,MO,2.0,2010.0,6.0824566,0.095899455,0.11790169
sea por kilos o pedasos,0.0,0.0,0.0,2.0,0.0,0.0,2009.0,Los Cuates De Sinaloa,PO,2.0,2000.0,3.5359147,1.1720748,0.8346543
si ellos tienen aviones de a montones,0.0,2.0,0.0,0.0,0.0,0.0,2007.0,Ignacio Lopez Tarso,MO,2.0,2000.0,6.8234997,0.36796248,1.2681313
su pesado contrabando,0.0,2.0,0.0,0.0,2.0,0.0,1985.0,Los Invasores De Nuevo Leon,MO,2.0,1980.0,3.9679325,1.6606734,2.722395
tambien me los voy a chingar.,1.0,0.0,0.0,0.0,0.0,0.0,2014.0,Remmy Valenzuela,AR,1.0,2010.0,4.455412,-0.39597303,0.8297763
también gente del gobierno,0.0,0.0,0.0,0.0,0.0,1.0,2000.0,Beto Quintanilla,GO,1.0,2000.0,5.445441,0.19030213,-1.745206
teniente no soy cobarde,0.0,0.0,0.0,0.0,0.0,1.0,1998.0,El As De La Sierra,GO,1.0,1990.0,3.7633564,0.580203,0.76805264
una carga que venia del pueblo de Zapotan,0.0,2.0,0.0,0.0,2.0,0.0,1997.0,Vaquero's Musical,MO,2.0,1990.0,6.187074,1.0575495,1.3706139
varia gente del gobierno,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,Los Tucanes De Tijuana,GO,1.0,2000.0,5.4115815,0.07337599,-1.8270357
"varios quieren verlo muerto, o que siga en el presidio",3.0,0.0,0.0,0.0,0.0,0.0,2008.0,Chalino Sánchez,AR,3.0,2000.0,6.004828,-2.2308006,-0.5715244
y a los dos les dieron muerte,2.0,0.0,0.0,0.0,0.0,0.0,2024.0,Ramón Ayala y sus Bravos del Norte,AR,2.0,2020.0,6.860705,-2.6628115,-0.92314386
y al final vino muriendo,2.0,0.0,0.0,0.0,0.0,0.0,1976.0,Ramon Ayala,AR,2.0,1970.0,6.4357467,-2.5736477,-1.0011657
y contra el bandido vació su pistola.,2.0,0.0,0.0,0.0,0.0,0.0,2000.0,Antonio Aguilar,AR,2.0,2000.0,7.27883,-0.6609237,-1.0004089
"y el oficial que aspira perico y expresión agente,",0.0,0.0,0.0,0.0,1.0,2.0,2013.0,C-Kan,GO,2.0,2010.0,5.6636224,-0.8306704,-0.4606929
y en mi angar dos avionetas,0.0,2.0,2.0,0.0,2.0,0.0,2009.0,Sergio Vega,MO,2.0,2000.0,6.8617287,0.30833203,1.5330017
y ensillame mi caballo,0.0,1.0,0.0,0.0,0.0,0.0,2006.0,Grupo Montéz De Durango,MO,1.0,2000.0,5.820736,-1.356439,1.958264
y hoy me llega el dinero en costales,0.0,0.0,2.0,0.0,0.0,0.0,,Los Tucanes De Tijuana,DI,2.0,2000.0,2.478092,0.1732545,-0.19654882
y los banqueros son socios.,0.0,0.0,1.0,2.0,0.0,3.0,2000.0,Sergio Vega Y Sus Shaka's Del Norte,GO,3.0,2000.0,5.7712493,0.460909,-0.56311333
y mas armas que el gobierno,3.0,0.0,0.0,0.0,0.0,3.0,2014.0,Los Tucanes De Tijuana,AR,3.0,2010.0,6.1771693,-0.06308684,-1.5272315
y mas gente que al Qaeda,0.0,0.0,0.0,2.0,0.0,0.0,2014.0,Los Tucanes De Tijuana,PO,2.0,2010.0,5.8865933,0.024081947,-1.302858
y mi honor se me respeta,0.0,0.0,0.0,2.0,0.0,0.0,1976.0,Chelo,PO,2.0,1970.0,5.105392,0.49322355,-0.81004924
y mi pistola mi montura y mi caballo,2.0,1.0,0.0,0.0,0.0,0.0,2014.0,Antonio Aguilar,AR,2.0,2010.0,6.0084486,-1.4913827,1.7456591
y una RAM venia estrenando,0.0,1.0,2.0,0.0,0.0,0.0,1998.0,Laberinto,DI,2.0,1990.0,6.322683,0.2872881,1.4681456
ya esta listo el cargamentoen,0.0,2.0,0.0,0.0,2.0,0.0,1997.0,Grupo Exterminador,MO,2.0,1990.0,6.141461,0.9253953,1.0226175
yo paque' quiero el dinero esto lo ago por mi gusto,0.0,0.0,3.0,0.0,0.0,0.0,2006.0,Grupo Marrano,DI,3.0,2000.0,3.1020374,-0.027692832,0.09033444
¡Ahí viene la muerte!,2.0,0.0,0.0,0.0,0.0,0.0,2015.0,Lila Downs,AR,2.0,2010.0,6.201026,-2.4965127,-1.0731089
¡Ahí viene la pelona!,0.0,0.0,0.0,0.0,0.0,2.0,2015.0,Lila Downs,GO,2.0,2010.0,5.6642547,-0.8604391,-0.017839534
¡Por darles tanto dinero!,0.0,0.0,1.0,0.0,0.0,0.0,,Los Tigres Del Norte,DI,1.0,2000.0,2.6715927,0.2540634,-0.63176167
¿Te gusta el dinero? Te daré un contrato,0.0,0.0,1.0,0.0,0.0,0.0,,Hood P.,DI,1.0,2000.0,3.0878713,-0.06912487,0.040667195
