artist,song,year,lustro,es_narco_fuerte,subgenero_ia,etiqueta_humana,lyrics
Calibre 50,Strawberryfish,2021,2020,1,0,1.0,"Qué si tengo mi equipo yo diría que el mejor
No son muchos amigos lo que tengo no-más dos
Y los traigo colgando y son los que me traen al mando
Y un pescado que es mi hermano que en el peligro anda nadando

Que si me doy mis lujos porque hay verdes pa' gastar
Nos ven haciendo tratos por aquí también allá
Me tienen por fresa pero más por ser cabeza
Porque he sido cazador y me cuido para no ser presa

Y cuando quieran tienen su casa verán que de fresa no tengo nada
Un mezcalito, unos corridos
No tengo amigos somos familia y yo los cuido
Allá en el rancho contaba vacas en la oficina hoy peso las pacas
De benjamines y los derrocho
Arriba Arcelia y todita tierra caliente, hijos del cocho
¡Y puro Calibre 50, pariente!

Aquí le buscamos eso es de todos los días
Les brindo protección trabajo y también amistad
No hay número exacto pero somos un cochazo
Más todos los aliados y el gentío que trae el pescado

Que no les falte nada si es que vamos a tomar
Y menos que les falte equipo cuando hay que pelear
No somos de pleito pero cuando quieran quiero
Aquí la gente no se raja así somos por acá en Guerrero

Y cuando quieran tienen su casa verán que de fresa no tengo nada
Un mezcalito y unos corridos
No tengo amigos somos familia y yo los cuido
Allá en el rancho juntaba vacas en la oficina hoy peso las pacas
De Benjamines hoy los derrocho
Arriba Arcelia y todita tierra caliente, hijos del cocho"
Dharius,Arenosos,2020,2020,1,9,1.0,"Siempre la tiro tranquilo, tranquilo, tranquilo para que me entiendas
Pero si fumo con tiro me inspiro y me saco dos, tres trabalenguas
Saca la mota, sácate el bong, saca la lumbre pa' echarme un baizón
Saca el micrófono en corto pa' hacer un desmadre con esta canción

Órale, güey ¿cómo que nel? vamos a hacer lo que siempre soñamos
Rimas de ley, de Monterrey, pa' los locotes de todos los barrios
Pa' esos que andan inhalando de aquel polvo blanco allá por las esquinas
Pa' esos que andan bien ganchados pegados al foco, sobre de Cristina

Se siente la adrenalina cuando El Tirano llega con su rima
Cada que voy al estudio parece cantina, hasta la cabina
Aquí la fiesta nunca termina, adictos al whisky y la cocaína
Al rap y la lírica fina, cargamos un flow que alucina

Ya sabes quién es el bueno sobre los beats
Mi rap es 4 por 4, todo terreno como los Jeeps
Aquí le damos de lleno, por eso hacemos puros hits
Y hoy por todo el mundo sueno representando mi país

Putos, babosos, siguen de arenosos
Se creen muy malandros pero son unos mugrosos
En este juego somos todopoderosos
Si siguen mamando pueden terminar en trozos
Pobres culeros, les arde el agujero
Pues ya todos vieron quiénes son los meros, meros
Lero-lero-lero, lero-lero-la
Chinguen a toda su madre de parte del DHA

Este vato va tomando el mando
Y como dato da todo cuando va rapeando
Novato, no va tomarme tanto tiempo, tonto
Canto pal' que esté escuchando

Y claro que me siento cómodo y ¿cómo no?
Con el flow que me cargo, bro, como LeBron
La clavo en el renglón y sé que tengo el don de com–
–Binar todas las palabras de un modo fino
Afilo y defino, alucino que vino el vecino
Viendo peli de Tarantino y una morra bailando al son de mi estilo
Regresan los cabrones que son buenos pa' la fiesta
Seguimos creando rolas pa' que muevas la cabeza
Ya sáquense el disco del Tirano, y aquí estamos

¿Qué esperabas?, si esto apenas comienza
Piensa, si no pudieron detenernos antes
Menos ahora que tenemos gente en todas partes
Cholos, pandillero, rapero, loco y maleantes
De los barrios más pobres hasta los más elegantes
Cotorreando acá en el chante con todos los camaradas
Una carnita asada y unas cheves bien heladas
Una rola rebajada que zumbe toda la cuadra
Fumando marihuana me la llevo relajada

Ponte trucha, man
Somos los que siempre hacen las cosas bien
Tiro Loko y Dharius, tú ya sabes quién
Este par de locos andan bien arriba como Red y Method Man

Andamos fumando por la carretera
Puro de $500 en la cangurera
No nos detendrán de ninguna manera
Todo lo que viene nadie se lo espera

Espera, espera, pásate un baizón
Lo sigo haciendo de corazón
Las groupies se bajan el calzón
Cuando saben que estamos de promoción

Al 2 por 1, les damos servicio como ninguno
Si sacan el vicio yo me lo fumo
Ya saben que soy el que más consumo
Llenamos el cuarto entero de humo
Y no presumo
Nos vamos volando de aquí a Neptuno
Sabes que no resto, mami, siempre sumo
Traigo tu comida, cena y desayuno
El DHA, número uno
Si no lo entiendes, te lo resumo
Tal vez yo pude salir del barrio
Pero el barrio nunca va a poder salir de uno

Putos, babosos, siguen de arenosos
Se creen muy malandros pero son unos mugrosos
En este juego somos todopoderosos
Si siguen mamando pueden terminar en trozos
Pobres culeros, les arde el agujero
Pues ya todos vieron quiénes son los meros meros
Lero-lero-lero, lero-lero-la
Chinguen a toda su madre de parte del DHA"
Dharius,El Loquerón (Parte 1),2022,2020,1,9,1.0,"Cocaína, marihuana, ya me voy para Tijuana
De ahí me cruzo pa'l gabacho por mota californiana
Pura gripa colombiana, pastillas por la mañana
Y pa' la seca una botella de champaña
Bien borrachote toda la semana
Traigo todos los sabores de la michoacana
Bien pericote, a mí nadie me gana

Traigo de limón, de fruta, nuez y de banana
Índica, sativa, Xanax, Valium, mescalina
MDMA pa' derramar serotonina
Un LSD nomás pa' ver si me alucina
Y un churrote con cocaína

Ando otra vez en el avión
Echando chingos de humo bien cabezón
El pisto listo en el cantón
El riscón en el plato, qué loquerón
Otra vez en el avión fumando un chingo de mota
Sobres, pónchese balón pa' que se prenda la flota, que no se nota
Aquí nada nos falta, tenemos bara alta
Con el compa Balta, California blanca

Aquí nos sobra el money, ya sabe, honey
Con los homies, bien puestos como el Tony
Loco por Mari, fumo más que un rastafari
Mami, lista pa' la party, esto va a ser un safari
Como daktari, yo soy tu daddy, mueve ese booty

Ya sabes que me encanta cómo bailas estilo Cali
Veinticuatro siete bien Illuminati
Más chapoy que la Pati

Ando otra vez en el avión
Echando chingos de humo bien cabezón
El pisto listo en el cantón
El riscón en el plato, qué loquerón

Querida amiga vecina, de una vez informo
Que la jefa ya sabe que fumo e inhalo polvo
Andando en desmadres bien pinche loco
Tres días de fiesta que no me controlo
Ando con puro cholo prendido en la loquera
Me gusta más la güera, que le dé como quiera

Que siempre ande pisteando, inhalando sin llenadera
Ya llena la hielera, el Balta en veinte llega
Nadie se lo esperaba, llegó la nueva era
Si me topan con morra, al Chile yo no era
Siempre controlo el fino, malandro grifo y coco
Ya saben quién es el más loco
Ando otra vez en el avión
Echando chingos de humo bien cabezón
El pisto listo en el cantón
El riscón en el plato, qué loquerón"
Dharius,Hipocresía,2022,2020,1,9,1.0,"Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada
Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada

Porque nadie estuvo aquí cuando más lo necesité
Todos me dieron la espalda y no supieron ni porqué
Pero yo sí sé porqué, porque les faltaron huevos
Se dijeron mis carnales, resultaron puro pedo
A ver, cuando andaba bien cuajado me trataron muy, muy bien
Nomás me metí en un pedo y ya jamás los volví a ver
Para mí eso no está bien, según eran camaradas
Pero nomás en las buenas, me fallaron en las malas
Como siempre puras fallas y mentiras por aquí
Me mandaron a la verga y a la verga yo me fui

Y no pararon ahí, le siguieron de ardillones
Me amenazaron de muerte y criticaron mis canciones
La neta que sí me agüita, que anden ahí de panochones
Mientras yo sigo p'arriba y lo demuestro con acciones
Ya tantas decepciones pa' llegar a donde estoy
Tantas decepciones pa' ser lo que soy

Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada
Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos

Me mandaron a encuetar según para azorrillarme
Se metieron al cantón y eso es algo imperdonable
Me dejaron en la calle y me desearon lo peor
Y aún así después de todo me acusaron de traición
Yo no sé cuál fue mi error ni porque cagan el palo
Nunca fallé una misión ni tampoco hice nada malo
Pero bueno, ya no importa, no puede haber vuelta atrás
Ni todo el oro del mundo me hará regresar jamás
A mí no me queda más que seguir haciendo rimas
Lo chingón en este juego se demuestra en la tarima

La neta, se alucinan, ya bájense de su avión
Hay que seguir levantando la cultura del Hip-Hop
Como lo ando haciendo yo desde que estaba morrillo
Ya dedíquense a lo suyo y que no les arda el fundillo

Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada
Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada

Andan criticando mucho mi Rap
Dicen por ahí que mi flow no es nada espectacular
Pero ocupa practicar, no me pueden igualar
Les ando quitando el sueño como Bison de cristal
Tijua's style, es el Dharius Bodharius, banana vana
Haciendo versos legendarios toda la semana
Con el churro y la caguama nunca se quitó la maña
Y mi Rap anda sonando desde México hasta España
Según ustedes me odian pero a mí nadie me engaña
Cada que me tiran mierda sé que todavía me extrañan

Quisieron quitarme todo y por un año me agüité
Pero gracias al apoyo de la gente regresé
Volví a escribir otra vez, hice dos, tres rolas chidas
Grabé un disco allá en L.A y empecé mi propia pandilla
El clan directo hasta arriba, sinónimo de real
Saludos a la bandera y que siga creciendo el clan

Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada
Ya sabía que algún día me cansaría
De tanta hipocresía en esta vida
Tanta gente podrida y doble cara
No les importa nada, se dicen camaradas
Fuck you, putos, váyanse a la chingada (hipocresía)

(Hipocresía)
(Hipocresía)
(Hipocresía)"
Peso Pluma,Sr. Smith,2024,2020,1,9,1.0,"Ya destapa la champaña
Pa qué esperar hasta mañana
No quiero dormir
Hay que seguir

Morras van y morras vienen
Cuántas son y dónde vienen
Se quieren divertir
Contentas, le dicen ""Sr. Smith""

Traigan más Lady Gaga
Que esto no se acaba, que esto va empezando
Ve y tráete más lavada
Que mi compa Chacho viene aterrizando

Rusas, australianas
Todos continentes te ando manejando
Nunca llego tarde
Y eso que me muevo por bastantes lados

Y pura Doble P
¡Trakas!, hijo 'e su puta madre
¡Chau!
Compa Parka, compa Lalo

Un restaurante privado
En lo que llega el jet privado
Brilla el Richard Mille
No fue fácil

Salen pa los Emiratos
Voy y llego y checo el cuadro
A la mano un fusil
No hay broncas, pero es bueno prevenir

Traigan más Lady Gaga
Que esto no se acaba, que esto va empezando
Ve y traigan más lavada
Que mi compa Chacho ya viene llegando

Rusas, australianas
Todos continentes te ando manejando
Nunca llego tarde
Y eso que me muevo por bastantes lados"
Tito Double P,Chino,2024,2020,1,0,1.0,"Pásenme un whiskyito ahorita que puedo
Chino nunca carga miedo
Malo por las malas, por las buenas, bueno
Con el señor Plumas estamos de lleno
Su mano derecha siempre le aprendemos
Y aunque soy muy fino, en la raya me muero
No despego nunca mi Glock y mi cuerno
De las cuatro letras somos y seremos

02 mi clave y me ven por La Perla
Peleamos Michoacán y cuidamos Vallarta
Bandera del jefe 3 es la que pеsa
H, 4, tiene toda mi confianza
Trucha carrucha con la tabla
Andan los Deltas еn campaña
Si se ofrece, truenan las pacas
No se enreden con Los Alfas

Y esta se va hasta Jalisco, mi viejo
Jálese
¡Ay, mamá!
Trucha con la carrucha, compare
Tito Double P

Porte inteligente, también de respeto
Líder de Los Alfas, con firma y aprecio
Velocidad, RZRs y la adrenalina
Amigazo Sherk al tiro y a la línea
Rojo mi carnal en buenas y malas
Pa' las cuentas, Kike manda
A los traicioneros los pongo en la mira
No llamo la atención y muy poco nos miran
Misiones de los jefes nos aventamos
Se ven camionetas con rumbo pa'l charco
Se ven largas las caravanas
Al de las plumas no le falla
Al pendiente de lo que pasa
Nunca se descuida nada"
Chalino Sánchez,Dinastia De Los Ochoa,2025,2025,1,12,1.0,"Dinastía de los Ochoa
Muy triste por mala suerte
En el rancho del Limón
A pancho le dieron muerte
El año de 66
Su cuerpo quedaba inerte

El 73, su padre
En su casa lo abatían
Unos falsos judiciales
Por Montenegro venían
Don Chencho llego confiado
También a la ley servía

Carpió Ochoa con el tiempo
Agarró a aquel cabecilla
Lo mató con una escuadra
Y así siguió la rencilla
Herido cayó al presidio
Y al poco tiempo salía

Juanito Ochoa murió
En una forma cobarde
Como le tenían miedo
Igualito que a su padre
El año 76
Otro dolor pa su madre

Cuando menos lo esperaba
Sus asesinos cayeron
Les pagaron con la misma
Ninguna chanza les dieron
Por justo en esa ocasión
Siete personas murieron

En el año 87
En el rancho del Limón
Nacho Ochoa con su escuadra
Un cuerpo mandó al panteón
Hermano del asesino
Que a Pancho mató a traición

Quedan Carpió y Nacho Ochoa
Sin olvidar a Chenchito
Que siempre que se ha ofrecido
Se defiende muy bonito
También Baldomero vive
Y otro llamado Lupito"
Chalino Sánchez,Toledo Felix,2025,2025,1,12,1.0,"Voy a cantar un corrido
Aunque triste, muy bonito
Para relatar los hechos
Del rancho El Guamuchilito
Lugar de hombres peligrosos
Casi cunas de alacranes
Donde pelearon los Félix
Con los famosos Beltranes

Toledo Félix su nombre
Respetado y conocido
Según cuenta la leyenda
Que no estaba prevenido
La muerte se halla a la orden
Pa' llevarse a un decido
Pongan atención, valientes
Escuchen bien el corrido

1970
Como a las once serían
Se agarraron a balazos
Por rencillas que tenían
Murió Toledo y Alonso
Sus destinos se cumplían
Con ellos Virgen Beltrán
Los tres la vida perdían

Toledo llegó a aquel rancho
Lo toparon los Beltranes
Y al calor de las copas
Estos formaron sus planes
Quisieron pelear con él
No quiso el reto aceptarles
Porque estaban jovencitos
Era un pecado matarles

Alonso Beltrán lo supo
Se dirigió enfurecido
También era de valor
Bastante, muy decidido
Toledo Félix sabía
Que la cosa había crecido
Por aquella averiguata
Que en la tarde habían tenido

En aquella balacera
Quedaron tres, ya sabrán
Toledo se hallaba herido
Nadie se quiso arrimar
""Vengan a matar a un hombre""
Les alcanzó a reclamar
Mis respetos para todos
Su valor hay que admirar"
Chalino Sánchez,La Muerte Del Pela Vacas,2025,2025,1,12,1.0,"El rancho del Vizcaíno
Y todita su comarca
Las guaridas preferidas
Del temible Pela Vacas
Al que le pone a su mano
Siempre dejaba su marca

Raymundo Burgos, su nombre
Todo mundo le temía
Sería por su mala fama
Que todos le conocían
Perseguido por la ley
""Pela Vacas"", le decían

Muy temprano comenzó
Su carrera delictuosa
Se llevó una linda dama
Y así comenzó la cosa
Pa todo el que vive recio
Se encuentra lista una fosa

Diez años que estuvo preso
Dicen que no lo amoldaron
Cuando salió del presidio
Luegito lo detectaron
Los males que iban pasando
Todos se los achacaron

Allá en Quila, Sinaloa
Hay una historia grabada
A las 10:00 de la mañana
El banco les asaltaba
La muerte en puros billetes
En sus manos la llevaba

La verdad no se ha sabido
La cosa es que lo mataron
Por quedarse con su parte
Y creo que hasta les pagaron
Su cuerpo en puros pedazos
Por el cerro lo encontraron

La traición que le jugaron
Con el tiempo han de pagar
Al fin todos alacranes
Otros les ha de picar
La muerte del Pela Vacas
Otro traidor va a vengar"
Chino Pacas,GTO,2025,2025,1,9,1.0,"Me vale madre, fumo en la calle, ya te la sabes que somos reales
Pa' Miravalle, puro prendido, puro locote, ya estás advertido
Ando tumba'o del pantalón, pa' Chapalita y pa' la Nuevo Léon
Del barrio soy, saben que yo nunca me tiento el pinche corazón
La que controla quemando mota, Santa Fe rifa, pónchate y rola
Por la colonia más peligrosa, aquí en Guanajuato la vida está loca
Acá por Silao todo tumbado, del cuerpo pintao y del coco rapao
Bien demacra'o por todo' lao, soy el más buscao y el más pinche aloca'o
Fúmale, fúmale, rólala
Quémale, quémale, pásala
Fu-fúmale, fúmale, pónchala
Préndele, préndele, sácala
Acá, por mi barrio
La vida loca que llevamos ya nos tiene bien clavados
Somos barrios todos bravos, acá, en Guanajuato
Aquí en la Santa radicamos, al peligro acostumbrados
Ojos rojos bien tumbados
Los Ángeles rifan, quemando grifa, bajo pa' Sur y también pa' Califas
Suena machinfla y sale mi clika pa'l Salvador y también Costa Rica
Cerro del Cuarto y los de La Venada, tipo leones, se aloca la banda
Saludo pa'l trenes hasta Salamanca, me voy pa'l gabacho, me traigo las pacas
Puro Irapuato quemando el guato, nada me cambia, soy el mismo vato
Acá, por Guanato, ya tengo rato, arriba Jalisco y mi Guanajuato
En mi bocina suena Chalino, acá, en el barrio, me dicen, ""padrino""
Quiero mezcal y botellas de vino, la boca seca y los ojos de chino
Ponte bien vergas con la cartera, puro para arriba, saludos pa' la bandera
Pon a los cannabis y la gente de Cervera, acá en Monterrey suena cumbia pandillera
Pinche chavala, tú no traes nada, cáele en mi barrio, cáele para Santa
Aquí traigo balas, también a mi banda, puro locote que el barrio levanta
En Sinaloa, de repente allá me ven
Que toque la Banda MS, también LD
Que me quiero amanecer, bailando y fumándole
Que yo quiero THC, a la pipa prendiéndole
Acá, por mi barrio
La vida loca que llevamos ya nos tiene bien clavados
Somos barrios todos bravos, acá, en Guanajuato
Aquí en la Santa radicamos, al peligro acostumbrados
Ojos rojos bien tumbados
El pinche Güero en el micrófono (acá, por mi barrio la vida loca que llevamos)
El Moler en la producción, cabrón (ya nos tiene bien clavados)
El barrio pa'l barrio (somos barrios todos bravos)
Santa Fe Klan, carnal, uh (acá en Guanajuato, aquí en la Santa radicamos)
Saludo pa'l Deca (al peligro acostumbrados)
Puro Guanajuato, Monterrey, San Luis (ojos rojos bien tumbados)
Viva México, cabrones"
Chino Pacas,SINIESTRO,2025,2025,1,9,1.0,"Un ente siniestro, y de puros hechos
Me gané el respeto
Entre todos reluzco el talento
Y pa' la chamba no reflejo el miedo
Un vago y pone sereno
Las envidias están al acecho
Y como híbrido rindo y despego
Aquí ando firme, escuela de los viejos
Nada me cuentan
Que ya pasé y hasta les di la vuelta
Me retaché, ni me vieron de cerca
La siluetona que cargo es discreta
Divisándome pa' abajo
Wacharon mal y les llegué volando
Con un gallito me ando aterrizando
Crecen los ceros, si andan preguntando
Que sigan llegando las pacas, mi compa Alejandro
Me hice en la calle
Creciendo solo y sombrías las tardes
Buscando un peso aprendí a generarle
Soñando en grande pude superarme
No me rajé y se dieron los planes
Y ahora me miran serio y elegante
Despegué fino, pero soy el de antes
Y una banquetera siempre que se arme
Me andan pidiendo paro
Ahora que ando recio y vieron el varo
No se me olvida quién me dio la mano
Con la clika subimos de rango
Mírenme, que yo le sigo
Ya llevo un tiempo y todo lo consigo
Me siento muerto, pero ando bien vivo
Con mi carnal el Turo, aquí anda al tiro
Ey
Ey, ey, ey, ey"
Ladrones,Veneno,2025,2025,1,9,1.0,"Llaman al cel
Pura morrita diabla con lavada se la pasan bien
Saben que soy cabrón no tiro labia por eso vienen
Veneno blanco fino al tiro siempre a mí me van a ver
Y si antes no había nada hoy voy pal antro y pido la Don P
Las barbies me motivan, del rosita las pongo a loquear
Al morro bien cuajado, quién lo viera hoy lo voy a invitar
Y antes de un cigarrito va el shotcito para arremangar
Con rolas del Chalino y un amigo para recordar

Con corriditos me arremango y una lavadita pa empezar
Mujeres bonitas llegando que siempre hacen falta pa ambientar
Disfruto porque la suerte algún día mi muerte se ha de llevar
Disfruto porque la suerte algún día mi muerte se ha de llevar

Yo no soy de santos ni rezar sigo aquí porque me aferro
Siempre que se trata de pelear nomás le suelto a los perros
Los envidiosos que van a hablar que se la piensen primero
Porque ya se la sabe carnal que les armo un cagadero

Veneno blanco fino al tiro siempre a mí me van a ver
Y si antes no había nada hoy voy pal antro y pido la Don P

Con corriditos me arremango y una lavadita pa' empezar
Mujeres bonitas llegando que siempre hacen falta pa' ambientar
Disfruto porque la suerte algún día mi muerte se ha de llevar
Disfruto porque la suerte algún día mi muerte se ha de llevar

Y arriba la ""L"" viejo
Ya lo sabe
Esto es Ladrones
Puro Flow Pesado
¿Ya? ¿o todavía no?

FLOW PESADO"
Natanael Cano,Como Es,2025,2025,1,9,1.0,"Bebé, ¿cómo te va?
Te tengo de frente, te siento hasta el vientre
Ya no hay curiosidad
Diamante' en los dientes, Cartier en los lentes
Pa ver cómo se va

Me la chingo rico como es
Que yo se la aplico como e'
La tiene espumosa con Moët
En ese totito gasté cien

Me la chingo rico como es
Que yo se la aplico como e'
La tiene espumosa con Moët
En ese totito gasté cien

Yo te bajo la moon, te bajo las estrellas
Mamacita, pide lo que quieras
Nomás me digas que tú me quieras

Yo te creo aunque no quiera
Yo doy todo por esa doncella
Blancanieves, aunque aquí no nieva
Está endemoniada como Anabella, pero es mi nena

Si el gobierno me busca, bebé
Yo me monto en el jet, y me pelo, y no me va a encontrar
Amanezco en Ibiza, la baby esterlina
Cabrón, ¿qué lo qué?, vo'a loquear

Cuadrada la meche
Los diablo' y no son de Llorens
Pa que sepan, los carros blindado'
Soldado y profeta, mera, dime, Anuel

Y ese cabrón no dispara
Te meto este bicho y te lo echo en la cara
Se pone loquita y me dice: ""Montana
Te traigo mi amiga, también ta bellaca""

Y tú sabes que eres malvada
Bebé, yo contigo me pierdo en Holanda
Tu bato se agüita y tú ya bien jalada
En la cama una puta con una lavada y

Se pone mis cadenas siempre que lo hacemos
Después de la peda, es cuando nos comemos
Ella es bien bellaca y no tiene freno
Y yo que no me vengo después de un Perco

Y qué rica la nota
Se lo lleva hasta la garganta cuando yo le estoy explotando la boca
La tiene rosita como el tusi, pero prefiere líneas de la otra
Ponme en la cara la nalgota
Te llevo pa'l mall, gasté diez mil pa que me modeles la ropa

Porque conmigo siempre desnuda y prendemos una bambúa
Parece que hicimos pilates por como le suda
Ella me dice ""Dom"" porque le saco la espuma
Como lobo, aullándole a la media luna

Me la chingo rico como es
Que yo se la aplico como e'
La tiene espumosa con Moët
En ese totito gasté cien

Me la chingo rico como es
Que yo se la aplico como e'
La tiene espumosa con Moët
En ese totito gasté cien

Se pone mis cadenas siempre que lo hacemos
Ella es bien bellaca y no tiene freno"
"""El Piporro""",El Ojo De Vidrio,1972,1970,1,6,1.0,"Voy a cantar el corrido
Del salteador del camino
Que se llamaba Porfirio
Llamábanle ojo de vidrio
Lo tuerto no le importaba
Pues no fallaba en el tiro, ajua

Se disfrazaba de arriero
Para asaltar los poblados
Burlándose del gobierno
Mataba muchos soldados
Nomás blanqueaban los cerros
De puros encalzonados

Ahí viene el ojo de vidrio
Gritaba el pueblo asustado
Y a las mujeres buscaba
Mirando por todos lados
Dejaba pueblos enteros
Llenos de puros colgados

Después de tantas hazañas
Al verlo que se paseaba,
Con su caballo tordillo
Frente de la plaza de armas,
Lo acribillaron a tiros
Sin que le pasara nada

Decían que estaba forrado
Con un chaleco de malla
Las balas le rebotaban
Mientras él se carcajeaba
Se iba tranquilo a caballo
Sin que nadie le estorbara

Bajaron tres campesinos
De allá del cerro escondido
Traiban al ojo de vidrio
Picado de un corralillo
Venía ya muerto el bandido
Sobre el caballo tordillo, ajua"
